Player,Position,Team,Rebounds,Assists,Steals,Blocks,Turnovers,Fantasy_Points
Jaren Jackson Jr.,C,MEM,0,0,0,0,0,133.7
Kelly Oubre Jr.,SF,PHL,0,0,0,0,0,115.8
Clint Capela,C,ATL,0,0,0,0,0,114.5
Trae Young,PG,ATL,0,0,0,0,0,133.9
Walker Kessler,C,UTA,0,0,0,0,0,37.5
Dillon Brooks,SF,HOU,0,0,0,0,0,13.3
Carlton Carrington,PG,WAS,0,0,0,0,0,54.3
James Harden,PG,LAC,0,0,0,0,0,181.7
Julian Champagnie,SF,SAS,0,0,0,0,0,93.5
Jrue Holiday,PG,BOS,0,0,0,0,0,91.3
Draymond Green,PF,GSW,0,0,0,0,0,118.7
Dennis Schroder,PG,GSW,0,0,0,0,0,66.6
Donovan Clingan,C,POR,0,0,0,0,0,32.3
Brandon Miller,SF,CHA,0,0,0,0,0,198.2
Kyle Kuzma,PF,WAS,0,0,0,0,0,71.4
Malcolm Brogdon,PG,WAS,0,0,0,0,0,10.7
Naz Reid,C,MIN,0,0,0,0,0,21.3
Josh Hart,SF,NYK,0,0,0,0,0,137.6
Isaiah Hartenstein,C,OKC,0,0,0,0,0,45.3
Jordan Clarkson,SG,UTA,0,0,0,0,0,40.6
Jonathan Kuminga,PF,GSW,0,0,0,0,0,70.9
Scottie Barnes,SF,TOR,0,0,0,0,0,78.0
Jayson Tatum,PF,BOS,0,0,0,0,0,160.8
Ben Simmons,PG,BKN,0,0,0,0,0,20.6
Alperen Sengun,C,HOU,0,0,0,0,0,163.9
Davion Mitchell,PG,TOR,0,0,0,0,0,38.6
Tyus Jones,PG,PHO,0,0,0,0,0,81.5
Russell Westbrook,PG,DEN,0,0,0,0,0,127.6
Jonas Valanciunas,C,WAS,0,0,0,0,0,90.2
Dorian Finney-Smith,PF,LAL,0,0,0,0,0,42.5
Jakob Poeltl,C,TOR,0,0,0,0,0,144.7
Royce O'Neale,SF,PHO,0,0,0,0,0,41.7
Joel Embiid,C,PHL,0,0,0,0,0,91.8
Michael Porter Jr.,SF,DEN,0,0,0,0,0,139.4
Kevin Huerter,SG,SAC,0,0,0,0,0,56.2
Jaylen Brown,SF,BOS,0,0,0,0,0,142.7
Luguentz Dort,SG,OKC,0,0,0,0,0,39.9
Caleb Martin,SG,PHL,0,0,0,0,0,5.1
Jaden Ivey,SG,DET,0,0,0,0,0,84.3
Amen Thompson,SF,HOU,0,0,0,0,0,112.2
Stephen Curry,PG,GSW,0,0,0,0,0,183.0
Isaiah Stewart,C,DET,0,0,0,0,0,20.8
Duncan Robinson,SF,MIA,0,0,0,0,0,11.5
Ayo Dosunmu,SG,CHI,0,0,0,0,0,97.6
Deni Avdija,SF,POR,0,0,0,0,0,87.9
Damian Lillard,PG,MIL,0,0,0,0,0,178.6
Obi Toppin,PF,IND,0,0,0,0,0,100.4
Neemias Queta,C,BOS,0,0,0,0,0,11.4
Grant Williams,PF,CHA,0,0,0,0,0,88.4
Domantas Sabonis,C,SAC,0,0,0,0,0,103.1
Yves Missi,C,NOP,0,0,0,0,0,23.1
Stephon Castle,PG,SAS,0,0,0,0,0,89.3
Nikola Jokic,C,DEN,0,0,0,0,0,190.2
Santi Aldama,PF,MEM,0,0,0,0,0,142.6
Buddy Hield,SG,GSW,0,0,0,0,0,50.7
Rui Hachimura,PF,LAL,0,0,0,0,0,106.6
Trayce Jackson-Davis,PF,GSW,0,0,0,0,0,16.6
Tobias Harris,PF,DET,0,0,0,0,0,68.0
Guerschon Yabusele,PF,PHL,0,0,0,0,0,41.9
Jalen Johnson,PF,ATL,0,0,0,0,0,221.4
Donte DiVincenzo,SG,MIN,0,0,0,0,0,39.7
Cam Thomas,SG,BKN,0,0,0,0,0,33.6
De'Andre Hunter,SF,ATL,0,0,0,0,0,116.4
Tyrese Maxey,PG,PHL,0,0,0,0,0,131.7
Kentavious Caldwell-Pope,SG,ORL,0,0,0,0,0,93.4
Coby White,PG,CHI,0,0,0,0,0,77.7
T.J. McConnell,PG,IND,0,0,0,0,0,77.2
Jordan Poole,SG,WAS,0,0,0,0,0,68.3
Luka Doncic,PG,DAL,0,0,0,0,0,82.4
Darius Garland,PG,CLE,0,0,0,0,0,138.0
Tari Eason,SF,HOU,0,0,0,0,0,63.5
Jusuf Nurkic,C,PHO,0,0,0,0,0,56.8
De'Aaron Fox,PG,SAC,0,0,0,0,0,165.9
Bennedict Mathurin,SF,IND,0,0,0,0,0,134.1
Corey Kispert,SF,WAS,0,0,0,0,0,12.3
Anthony Black,PG,ORL,0,0,0,0,0,23.1
Yves Missi,C,NOP,0,0,0,0,0,97.4
Andrew Wiggins,SF,GSW,0,0,0,0,0,93.1
Trey Murphy III,SF,NOP,0,0,0,0,0,105.8
Rudy Gobert,C,MIN,0,0,0,0,0,93.5
Keegan Murray,PF,SAC,0,0,0,0,0,95.2
Naji Marshall,SF,DAL,0,0,0,0,0,76.5
Myles Turner,C,IND,0,0,0,0,0,132.1
Jared McCain,SG,PHL,0,0,0,0,0,32.0
John Collins,PF,UTA,0,0,0,0,0,122.7
Austin Reaves,SG,LAL,0,0,0,0,0,67.5
Jamal Murray,PG,DEN,0,0,0,0,0,131.6
Scotty Pippen Jr.,PG,MEM,0,0,0,0,0,83.8
Bam Adebayo,C,MIA,0,0,0,0,0,177.0
Bobby Portis,PF,MIL,0,0,0,0,0,45.9
Devin Vassell,SG,SAS,0,0,0,0,0,64.1
Devin Booker,PG,PHO,0,0,0,0,0,151.6
Jarace Walker,PF,IND,0,0,0,0,0,2.4
Jarrett Allen,C,CLE,0,0,0,0,0,74.0
Payton Pritchard,PG,BOS,0,0,0,0,0,142.7
Karl-Anthony Towns,C,NYK,0,0,0,0,0,217.5
Al Horford,C,BOS,0,0,0,0,0,29.2
Jalen Williams,PF,OKC,0,0,0,0,0,170.3
Kris Dunn,PG,LAC,0,0,0,0,0,45.6
Dereck Lively II,C,DAL,0,0,0,0,0,82.0
Peyton Watson,SF,DEN,0,0,0,0,0,60.6
Lindy Waters III,SG,GSW,0,0,0,0,0,43.3
Bradley Beal,SF,PHO,0,0,0,0,0,63.5
Quentin Grimes,SG,DAL,0,0,0,0,0,95.6
Royce O'Neale,SF,PHO,0,0,0,0,0,79.5
Anthony Edwards,SG,MIN,0,0,0,0,0,144.8
Mike Conley,PG,MIN,0,0,0,0,0,26.9
Lauri Markkanen,PF,UTA,0,0,0,0,0,105.0
D'Angelo Russell,PG,BKN,0,0,0,0,0,105.1
Spencer Dinwiddie,PG,DAL,0,0,0,0,0,69.6
Desmond Bane,SG,MEM,0,0,0,0,0,96.1
Victor Wembanyama,C,SAS,0,0,0,0,0,210.2
Nic Claxton,C,BKN,0,0,0,0,0,50.3
Ziaire Williams,SF,BKN,0,0,0,0,0,40.9
Gary Trent Jr.,SG,MIL,0,0,0,0,0,10.4
Harrison Barnes,PF,SAS,0,0,0,0,0,70.9
Fred VanVleet,PG,HOU,0,0,0,0,0,149.1
Jerami Grant,PF,POR,0,0,0,0,0,51.4
Terance Mann,SG,LAC,0,0,0,0,0,25.7
Dyson Daniels,SG,ATL,0,0,0,0,0,127.1
Jalen Duren,C,DET,0,0,0,0,0,111.2
Javonte Green,SF,NOP,0,0,0,0,0,29.1
Mikal Bridges,SF,NYK,0,0,0,0,0,129.6
Chris Paul,PG,SAS,0,0,0,0,0,93.0
Donovan Mitchell,SG,CLE,0,0,0,0,0,156.9
Moussa Diabate,PF,CHA,0,0,0,0,0,91.1
Jaime Jaquez Jr.,SF,MIA,0,0,0,0,0,58.2
OG Anunoby,SF,NYK,0,0,0,0,0,129.1
Bogdan Bogdanovic,SG,ATL,0,0,0,0,0,82.4
Bilal Coulibaly,SF,WAS,0,0,0,0,0,46.3
Anthony Davis,C,LAL,0,0,0,0,0,236.4
Franz Wagner,SF,ORL,0,0,0,0,0,201.2
Julian Champagnie,SF,SAS,0,0,0,0,0,45.6
Jaylen Wells,SG,MEM,0,0,0,0,0,10.3
Cameron Johnson,SF,BKN,0,0,0,0,0,126.9
Tyler Herro,SG,MIA,0,0,0,0,0,184.0
Jalen Green,SG,HOU,0,0,0,0,0,102.9
Jalen Wilson,PF,BKN,0,0,0,0,0,32.0
Alperen Sengun,C,HOU,0,0,0,0,0,180.6
Kevin Durant,PF,PHO,0,0,0,0,0,136.8
Brandon Miller,SF,CHA,0,0,0,0,0,173.2
Malik Monk,SG,SAC,0,0,0,0,0,194.8
Isaiah Hartenstein,C,OKC,0,0,0,0,0,177.5
Scottie Barnes,SF,TOR,0,0,0,0,0,70.3
Terry Rozier,PG,MIA,0,0,0,0,0,93.6
Jayson Tatum,PF,BOS,0,0,0,0,0,176.2
Wendell Carter Jr.,C,ORL,0,0,0,0,0,64.8
Dillon Brooks,SF,HOU,0,0,0,0,0,75.7
Josh Hart,SF,NYK,0,0,0,0,0,37.7
Jaylen Brown,SF,BOS,0,0,0,0,0,29.4
Jonathan Kuminga,PF,GSW,0,0,0,0,0,51.2
AJ Green,SG,MIL,0,0,0,0,0,16.2
Brice Sensabaugh,SF,UTA,0,0,0,0,0,43.6
Tyrese Haliburton,PG,IND,0,0,0,0,0,201.1
Cade Cunningham,PG,DET,0,0,0,0,0,57.2
Chris Boucher,PF,TOR,0,0,0,0,0,26.9
Jalen Suggs,PG,ORL,0,0,0,0,0,109.8
Zaccharie Risacher,SF,ATL,0,0,0,0,0,99.5
Shaedon Sharpe,SG,POR,0,0,0,0,0,122.5
DeMar DeRozan,SF,SAC,0,0,0,0,0,112.4
Kyrie Irving,PG,DAL,0,0,0,0,0,172.7
Miles McBride,PG,NYK,0,0,0,0,0,70.3
Alexandre Sarr,C,WAS,0,0,0,0,0,83.3
Nikola Vucevic,C,CHI,0,0,0,0,0,150.3
Toumani Camara,PF,POR,0,0,0,0,0,72.7
Nick Richards,C,CHA,0,0,0,0,0,32.7
Jaden Ivey,SG,DET,0,0,0,0,0,145.9
Amen Thompson,SF,HOU,0,0,0,0,0,123.7
Stephen Curry,PG,GSW,0,0,0,0,0,95.7
Duncan Robinson,SF,MIA,0,0,0,0,0,92.2
Ayo Dosunmu,SG,CHI,0,0,0,0,0,94.6
Deni Avdija,SF,POR,0,0,0,0,0,172.2
Moritz Wagner,C,ORL,0,0,0,0,0,113.0
Damian Lillard,PG,MIL,0,0,0,0,0,139.1
Dejounte Murray,SG,NOP,0,0,0,0,0,96.6
Obi Toppin,PF,IND,0,0,0,0,0,75.6
Neemias Queta,C,BOS,0,0,0,0,0,52.7
Domantas Sabonis,C,SAC,0,0,0,0,0,222.8
Stephon Castle,PG,SAS,0,0,0,0,0,76.9
Josh Giddey,SG,CHI,0,0,0,0,0,95.3
Christian Braun,SG,DEN,0,0,0,0,0,91.0
Keyonte George,PG,UTA,0,0,0,0,0,131.0
RJ Barrett,SF,TOR,0,0,0,0,0,184.3
Norman Powell,SG,LAC,0,0,0,0,0,41.5
Paul George,SF,PHL,0,0,0,0,0,28.1
Jabari Smith Jr.,PF,HOU,0,0,0,0,0,113.8
Marcus Smart,SG,MEM,0,0,0,0,0,137.3
Robert Williams III,C,POR,0,0,0,0,0,22.6
Cody Martin,SG,CHA,0,0,0,0,0,107.2
Goga Bitadze,C,ORL,0,0,0,0,0,144.3
Giannis Antetokounmpo,PF,MIL,0,0,0,0,0,81.4
Daniel Gafford,C,DAL,0,0,0,0,0,108.3
CJ McCollum,SG,NOP,0,0,0,0,0,134.8
Jaren Jackson Jr.,C,MEM,0,0,0,0,0,176.6
Kelly Oubre Jr.,SF,PHL,0,0,0,0,0,60.2
Clint Capela,C,ATL,0,0,0,0,0,90.2
Elfrid Payton,PG,FA,0,0,0,0,0,66.3
Trae Young,PG,ATL,0,0,0,0,0,174.1
Ja Morant,PG,MEM,0,0,0,0,0,138.9
Walker Kessler,C,UTA,0,0,0,0,0,176.0
James Harden,PG,LAC,0,0,0,0,0,250.9
Jrue Holiday,PG,BOS,0,0,0,0,0,50.4
Draymond Green,PF,GSW,0,0,0,0,0,100.4
Dennis Schroder,PG,GSW,0,0,0,0,0,138.7
Anfernee Simons,SG,POR,0,0,0,0,0,175.7
Kristaps Porzingis,C,BOS,0,0,0,0,0,84.7
Caris LeVert,SG,CLE,0,0,0,0,0,24.2
Deandre Ayton,C,POR,0,0,0,0,0,84.2
Ivica Zubac,C,LAC,0,0,0,0,0,151.9
Collin Sexton,SG,UTA,0,0,0,0,0,125.0
Malik Beasley,SG,DET,0,0,0,0,0,88.5
Zach LaVine,SG,CHI,0,0,0,0,0,101.4
Shai Gilgeous-Alexander,PG,OKC,0,0,0,0,0,255.4
Ochai Agbaji,SF,TOR,0,0,0,0,0,2.7
Ty Jerome,PG,CLE,0,0,0,0,0,45.6
Evan Mobley,PF,CLE,0,0,0,0,0,149.8
Dalton Knecht,SG,LAL,0,0,0,0,0,114.0
Jimmy Butler,SF,MIA,0,0,0,0,0,136.0
Ben Simmons,PG,BKN,0,0,0,0,0,32.8
Brandon Boston,SG,NOP,0,0,0,0,0,89.0
Davion Mitchell,PG,TOR,0,0,0,0,0,10.7
Naz Reid,C,MIN,0,0,0,0,0,90.7
Tyus Jones,PG,PHO,0,0,0,0,0,111.7
Russell Westbrook,PG,DEN,0,0,0,0,0,106.9
Scottie Barnes,SF,TOR,0,0,0,0,0,151.9
Jonas Valanciunas,C,WAS,0,0,0,0,0,79.4
Jakob Poeltl,C,TOR,0,0,0,0,0,138.0
Kyle Kuzma,PF,WAS,0,0,0,0,0,44.3
Josh Hart,SF,NYK,0,0,0,0,0,113.0
Michael Porter Jr.,SF,DEN,0,0,0,0,0,106.3
Kevin Huerter,SG,SAC,0,0,0,0,0,0.2
Jaylen Brown,SF,BOS,0,0,0,0,0,43.7
Luguentz Dort,SG,OKC,0,0,0,0,0,56.5
Onyeka Okongwu,C,ATL,0,0,0,0,0,119.5
Keldon Johnson,SF,SAS,0,0,0,0,0,43.3
Cameron Payne,PG,NYK,0,0,0,0,0,23.2
Isaiah Stewart,C,DET,0,0,0,0,0,25.8
Julius Randle,PF,MIN,0,0,0,0,0,111.5
Jalen Brunson,PG,NYK,0,0,0,0,0,212.8
Kyshawn George,SG,WAS,0,0,0,0,0,13.3
LeBron James,SF,LAL,0,0,0,0,0,182.2
LaMelo Ball,PG,CHA,0,0,0,0,0,128.3
Jaden McDaniels,SF,MIN,0,0,0,0,0,54.0
Malcolm Brogdon,PG,WAS,0,0,0,0,0,127.6
Brook Lopez,C,MIL,0,0,0,0,0,73.4
Pascal Siakam,PF,IND,0,0,0,0,0,172.0
Derrick White,SG,BOS,0,0,0,0,0,84.5
P.J. Washington,PF,DAL,0,0,0,0,0,170.3
Jared McCain,SG,PHL,0,0,0,0,0,114.0
Klay Thompson,SG,DAL,0,0,0,0,0,62.8
Vasilije Micic,PG,CHA,0,0,0,0,0,117.5
Bam Adebayo,C,MIA,0,0,0,0,0,180.6
Bobby Portis,PF,MIL,0,0,0,0,0,136.9
Devin Vassell,SG,SAS,0,0,0,0,0,99.8
Devin Booker,PG,PHO,0,0,0,0,0,180.7
Keegan Murray,PF,SAC,0,0,0,0,0,132.1
Myles Turner,C,IND,0,0,0,0,0,140.4
John Collins,PF,UTA,0,0,0,0,0,104.5
Jamal Murray,PG,DEN,0,0,0,0,0,75.4
Trendon Watford,PF,BKN,0,0,0,0,0,32.6
Oso Ighodaro,PF,PHO,0,0,0,0,0,19.1
D'Angelo Russell,PG,BKN,0,0,0,0,0,141.4
Jonathan Isaac,PF,ORL,0,0,0,0,0,47.0
Al Horford,C,BOS,0,0,0,0,0,64.1
Desmond Bane,SG,MEM,0,0,0,0,0,113.1
Victor Wembanyama,C,SAS,0,0,0,0,0,97.1
Harrison Barnes,PF,SAS,0,0,0,0,0,59.4
Nic Claxton,C,BKN,0,0,0,0,0,121.7
Fred VanVleet,PG,HOU,0,0,0,0,0,53.2
Jerami Grant,PF,POR,0,0,0,0,0,84.2
Dyson Daniels,SG,ATL,0,0,0,0,0,167.2
Jalen Duren,C,DET,0,0,0,0,0,68.8
Mikal Bridges,SF,NYK,0,0,0,0,0,119.1
Jaylen Wells,SG,MEM,0,0,0,0,0,16.6
Chris Paul,PG,SAS,0,0,0,0,0,141.4
Talen Horton-Tucker,SG,CHI,0,0,0,0,0,22.3
Nikola Jokic,C,DEN,0,0,0,0,0,359.5
Santi Aldama,PF,MEM,0,0,0,0,0,159.7
Jake LaRavia,PF,MEM,0,0,0,0,0,75.4
Buddy Hield,SG,GSW,0,0,0,0,0,85.5
Rui Hachimura,PF,LAL,0,0,0,0,0,151.7
Tobias Harris,PF,DET,0,0,0,0,0,121.9
Jalen Johnson,PF,ATL,0,0,0,0,0,135.5
Guerschon Yabusele,PF,PHL,0,0,0,0,0,101.5
De'Andre Hunter,SF,ATL,0,0,0,0,0,150.1
Kentavious Caldwell-Pope,SG,ORL,0,0,0,0,0,56.6
Donte DiVincenzo,SG,MIN,0,0,0,0,0,95.6
Tyrese Maxey,PG,PHL,0,0,0,0,0,173.0
Kevin Durant,PF,PHO,0,0,0,0,0,22.3
Alperen Sengun,C,HOU,0,0,0,0,0,117.2
Brandon Miller,SF,CHA,0,0,0,0,0,176.8
Malik Monk,SG,SAC,0,0,0,0,0,158.8
Isaiah Hartenstein,C,OKC,0,0,0,0,0,97.1
Jayson Tatum,PF,BOS,0,0,0,0,0,143.3
Terry Rozier,PG,MIA,0,0,0,0,0,78.0
Herbert Jones,SF,NOP,0,0,0,0,0,68.4
Brandin Podziemski,SG,GSW,0,0,0,0,0,70.1
Dillon Brooks,SF,HOU,0,0,0,0,0,36.7
Wendell Carter Jr.,C,ORL,0,0,0,0,0,70.4
Mark Williams,C,CHA,0,0,0,0,0,51.1
Jaylen Brown,SF,BOS,0,0,0,0,0,188.3
Aaron Wiggins,SG,OKC,0,0,0,0,0,13.6
Jonathan Kuminga,PF,GSW,0,0,0,0,0,157.7
Coby White,PG,CHI,0,0,0,0,0,70.6
T.J. McConnell,PG,IND,0,0,0,0,0,83.7
Jordan Poole,SG,WAS,0,0,0,0,0,119.1
Luka Doncic,PG,DAL,0,0,0,0,0,218.5
Mason Plumlee,C,PHO,0,0,0,0,0,45.9
Darius Garland,PG,CLE,0,0,0,0,0,129.4
Tari Eason,SF,HOU,0,0,0,0,0,39.9
De'Aaron Fox,PG,SAC,0,0,0,0,0,192.5
Bennedict Mathurin,SF,IND,0,0,0,0,0,93.7
Yves Missi,C,NOP,0,0,0,0,0,139.5
Andrew Wiggins,SF,GSW,0,0,0,0,0,95.8
Alex Caruso,SG,OKC,0,0,0,0,0,32.4
Trey Murphy III,SF,NOP,0,0,0,0,0,161.9
Rudy Gobert,C,MIN,0,0,0,0,0,147.7
Jaden Ivey,SG,DET,0,0,0,0,0,66.3
Amen Thompson,SF,HOU,0,0,0,0,0,80.4
Chris Boucher,PF,TOR,0,0,0,0,0,13.2
Stephen Curry,PG,GSW,0,0,0,0,0,133.1
Moses Moody,SG,GSW,0,0,0,0,0,9.4
Duncan Robinson,SF,MIA,0,0,0,0,0,11.6
Ayo Dosunmu,SG,CHI,0,0,0,0,0,180.4
Deni Avdija,SF,POR,0,0,0,0,0,70.4
Moritz Wagner,C,ORL,0,0,0,0,0,132.6
Aaron Gordon,PF,DEN,0,0,0,0,0,81.1
Damian Lillard,PG,MIL,0,0,0,0,0,179.3
Obi Toppin,PF,IND,0,0,0,0,0,111.2
Dejounte Murray,SG,NOP,0,0,0,0,0,179.0
Neemias Queta,C,BOS,0,0,0,0,0,19.9
Domantas Sabonis,C,SAC,0,0,0,0,0,195.6
Stephon Castle,PG,SAS,0,0,0,0,0,122.7
Jarrett Allen,C,CLE,0,0,0,0,0,112.0
Karl-Anthony Towns,C,NYK,0,0,0,0,0,106.2
Payton Pritchard,PG,BOS,0,0,0,0,0,142.3
Jalen Williams,PF,OKC,0,0,0,0,0,149.0
Dereck Lively II,C,DAL,0,0,0,0,0,88.6
Peyton Watson,SF,DEN,0,0,0,0,0,41.8
Bradley Beal,SF,PHO,0,0,0,0,0,127.4
Quentin Grimes,SG,DAL,0,0,0,0,0,11.4
Carlton Carrington,PG,WAS,0,0,0,0,0,64.2
Royce O'Neale,SF,PHO,0,0,0,0,0,146.1
Anthony Edwards,SG,MIN,0,0,0,0,0,179.9
Mike Conley,PG,MIN,0,0,0,0,0,107.9
Jeremy Sochan,PF,SAS,0,0,0,0,0,90.3
Lauri Markkanen,PF,UTA,0,0,0,0,0,35.6
Kevon Looney,C,GSW,0,0,0,0,0,19.5
Haywood Highsmith,SF,MIA,0,0,0,0,0,58.7
Daniel Gafford,C,DAL,0,0,0,0,0,89.9
CJ McCollum,SG,NOP,0,0,0,0,0,167.6
Jaren Jackson Jr.,C,MEM,0,0,0,0,0,170.4
Cason Wallace,SG,OKC,0,0,0,0,0,22.4
Kelly Oubre Jr.,SF,PHL,0,0,0,0,0,135.2
Clint Capela,C,ATL,0,0,0,0,0,122.1
Elfrid Payton,PG,FA,0,0,0,0,0,3.0
Trae Young,PG,ATL,0,0,0,0,0,188.5
Ja Morant,PG,MEM,0,0,0,0,0,138.3
Walker Kessler,C,UTA,0,0,0,0,0,130.9
Ricky Council IV,SG,PHL,0,0,0,0,0,19.2
James Harden,PG,LAC,0,0,0,0,0,43.8
Jrue Holiday,PG,BOS,0,0,0,0,0,85.8
Draymond Green,PF,GSW,0,0,0,0,0,65.5
Dennis Schroder,PG,GSW,0,0,0,0,0,111.2
Moussa Diabate,PF,CHA,0,0,0,0,0,1.2
Brandon Ingram,SF,NOP,0,0,0,0,0,66.6
OG Anunoby,SF,NYK,0,0,0,0,0,142.4
Franz Wagner,SF,ORL,0,0,0,0,0,158.5
Dorian Finney-Smith,PF,LAL,0,0,0,0,0,22.3
Tyler Herro,SG,MIA,0,0,0,0,0,193.8
Donovan Mitchell,SG,CLE,0,0,0,0,0,174.9
Bogdan Bogdanovic,SG,ATL,0,0,0,0,0,97.4
Jaime Jaquez Jr.,SF,MIA,0,0,0,0,0,81.4
Bilal Coulibaly,SF,WAS,0,0,0,0,0,111.9
Anthony Davis,C,LAL,0,0,0,0,0,199.3
Julian Champagnie,SF,SAS,0,0,0,0,0,111.6
Cameron Johnson,SF,BKN,0,0,0,0,0,94.5
Gradey Dick,SG,TOR,0,0,0,0,0,41.8
Taurean Prince,SF,MIL,0,0,0,0,0,29.2
Jalen Green,SG,HOU,0,0,0,0,0,127.5
Brandon Boston,SG,NOP,0,0,0,0,0,108.2
Brandon Clarke,PF,MEM,0,0,0,0,0,117.8
Jakob Poeltl,C,TOR,0,0,0,0,0,93.4
Naz Reid,C,MIN,0,0,0,0,0,117.4
Josh Hart,SF,NYK,0,0,0,0,0,139.8
Michael Porter Jr.,SF,DEN,0,0,0,0,0,170.2
Tyus Jones,PG,PHO,0,0,0,0,0,139.4
Russell Westbrook,PG,DEN,0,0,0,0,0,123.5
Scottie Barnes,SF,TOR,0,0,0,0,0,173.7
Jonas Valanciunas,C,WAS,0,0,0,0,0,149.9
Luguentz Dort,SG,OKC,0,0,0,0,0,74.1
Ben Simmons,PG,BKN,0,0,0,0,0,3.1
Shake Milton,SG,LAL,0,0,0,0,0,42.3
Tyrese Haliburton,PG,IND,0,0,0,0,0,180.6
Cade Cunningham,PG,DET,0,0,0,0,0,182.8
Jalen Suggs,PG,ORL,0,0,0,0,0,146.5
Zaccharie Risacher,SF,ATL,0,0,0,0,0,80.1
Kyrie Irving,PG,DAL,0,0,0,0,0,124.7
Shaedon Sharpe,SG,POR,0,0,0,0,0,73.4
DeMar DeRozan,SF,SAC,0,0,0,0,0,139.9
Lonzo Ball,PG,CHI,0,0,0,0,0,16.1
Miles McBride,PG,NYK,0,0,0,0,0,75.7
Alexandre Sarr,C,WAS,0,0,0,0,0,61.9
Nikola Vucevic,C,CHI,0,0,0,0,0,190.5
Khris Middleton,SF,MIL,0,0,0,0,0,53.0
Nick Richards,C,CHA,0,0,0,0,0,93.2
Keon Johnson,SG,BKN,0,0,0,0,0,22.6
Zach Collins,C,SAS,0,0,0,0,0,41.8
Anfernee Simons,SG,POR,0,0,0,0,0,69.1
Kristaps Porzingis,C,BOS,0,0,0,0,0,93.4
Caris LeVert,SG,CLE,0,0,0,0,0,107.0
Deandre Ayton,C,POR,0,0,0,0,0,94.2
Ivica Zubac,C,LAC,0,0,0,0,0,93.4
Collin Sexton,SG,UTA,0,0,0,0,0,81.9
Malik Beasley,SG,DET,0,0,0,0,0,92.2
Zach LaVine,SG,CHI,0,0,0,0,0,162.7
Shai Gilgeous-Alexander,PG,OKC,0,0,0,0,0,159.9
Ochai Agbaji,SF,TOR,0,0,0,0,0,49.0
Toumani Camara,PF,POR,0,0,0,0,0,18.8
Dalton Knecht,SG,LAL,0,0,0,0,0,18.5
Evan Mobley,PF,CLE,0,0,0,0,0,182.9
Jimmy Butler,SF,MIA,0,0,0,0,0,133.3
Josh Giddey,SG,CHI,0,0,0,0,0,145.8
RJ Barrett,SF,TOR,0,0,0,0,0,120.8
Grayson Allen,SG,PHO,0,0,0,0,0,104.4
Christian Braun,SG,DEN,0,0,0,0,0,116.5
Nickeil Alexander-Walker,SG,MIN,0,0,0,0,0,44.6
Keyonte George,PG,UTA,0,0,0,0,0,121.3
Norman Powell,SG,LAC,0,0,0,0,0,83.6
Paul George,SF,PHL,0,0,0,0,0,135.1
Jabari Smith Jr.,PF,HOU,0,0,0,0,0,80.7
Marcus Smart,SG,MEM,0,0,0,0,0,83.2
Cody Martin,SG,CHA,0,0,0,0,0,59.3
Goga Bitadze,C,ORL,0,0,0,0,0,92.7
Giannis Antetokounmpo,PF,MIL,0,0,0,0,0,212.5
Onyeka Okongwu,C,ATL,0,0,0,0,0,114.0
Josh Green,SG,CHA,0,0,0,0,0,20.1
Keldon Johnson,SF,SAS,0,0,0,0,0,111.8
Spencer Dinwiddie,PG,DAL,0,0,0,0,0,43.2
Isaiah Stewart,C,DET,0,0,0,0,0,31.6
Tristan da Silva,SF,ORL,0,0,0,0,0,15.0
Jalen Brunson,PG,NYK,0,0,0,0,0,131.4
Julius Randle,PF,MIN,0,0,0,0,0,153.8
LeBron James,SF,LAL,0,0,0,0,0,166.6
Sam Hauser,SF,BOS,0,0,0,0,0,0.2
Jaden McDaniels,SF,MIN,0,0,0,0,0,79.3
Malcolm Brogdon,PG,WAS,0,0,0,0,0,34.4
Brook Lopez,C,MIL,0,0,0,0,0,69.0
Pascal Siakam,PF,IND,0,0,0,0,0,123.5
Derrick White,SG,BOS,0,0,0,0,0,155.4
P.J. Washington,PF,DAL,0,0,0,0,0,100.5
Jaden Ivey,SG,DET,0,0,0,0,0,19.1
Obi Toppin,PF,IND,0,0,0,0,0,92.1
Dejounte Murray,SG,NOP,0,0,0,0,0,88.8
Neemias Queta,C,BOS,0,0,0,0,0,23.3
Amen Thompson,SF,HOU,0,0,0,0,0,71.6
Domantas Sabonis,C,SAC,0,0,0,0,0,75.5
Stephen Curry,PG,GSW,0,0,0,0,0,102.6
Ayo Dosunmu,SG,CHI,0,0,0,0,0,44.1
Deni Avdija,SF,POR,0,0,0,0,0,69.4
Aaron Gordon,PF,DEN,0,0,0,0,0,26.7
Moritz Wagner,C,ORL,0,0,0,0,0,79.3
Damian Lillard,PG,MIL,0,0,0,0,0,104.6
CJ McCollum,SG,NOP,0,0,0,0,0,79.7
Daniel Gafford,C,DAL,0,0,0,0,0,38.2
Jaren Jackson Jr.,C,MEM,0,0,0,0,0,93.4
Spencer Dinwiddie,PG,DAL,0,0,0,0,0,6.6
Duncan Robinson,SF,MIA,0,0,0,0,0,15.1
Cason Wallace,SG,OKC,0,0,0,0,0,38.6
Kelly Oubre Jr.,SF,PHL,0,0,0,0,0,33.6
Clint Capela,C,ATL,0,0,0,0,0,58.7
Trae Young,PG,ATL,0,0,0,0,0,108.4
